+------------+--------+-------------+----------+
| tournament | player | prize_money | position |
|      13724 |    508 |        NULL |        4 |
|      13724 |    527 |        NULL |        3 |
|      13808 |     83 |        NULL |        3 |
|      13808 |    187 |        NULL |        1 |
|      13808 |    342 |        NULL |        2 |
|      13828 |     19 |        NULL |        1 |
|      13834 |     19 |        NULL |        1 |
|      13841 |    246 |        NULL |        2 |
|      13841 |    365 |        NULL |        1 |
|      13841 |   3140 |        NULL |        3 |
|      13868 |    107 |        NULL |       14 |
|      13868 |    168 |        NULL |        3 |
|      13868 |    221 |        NULL |        9 |
|      13868 |    243 |        NULL |        4 |
|      13868 |    245 |        NULL |        2 |
|      13868 |    251 |        NULL |       11 |
|      13868 |    261 |        NULL |        7 |
|      13868 |    317 |        NULL |        5 |
|      13868 |    393 |        NULL |       16 |
|      13868 |    476 |        NULL |       13 |
|      13868 |    593 |        NULL |       10 |
|      13868 |    596 |        NULL |        8 |
|      13868 |   1655 |        NULL |        1 |
|      13868 |   2220 |        NULL |        6 |
|      13869 |    364 |        NULL |        1 |
|      13869 |    397 |        NULL |        4 |
|      13869 |    572 |        NULL |        2 |
|      13875 |     41 |        NULL |        1 |
|      13875 |    250 |        NULL |        2 |
|      13886 |     60 |        NULL |        2 |
|      13886 |    188 |        NULL |        1 |
|      13887 |    167 |        NULL |        2 |
|      13887 |    193 |        NULL |        1 |
|      13888 |     41 |        NULL |        1 |
|      13888 |    212 |        NULL |        2 |
|      13889 |     72 |        NULL |        2 |
|      13889 |    212 |        NULL |        1 |
|      13890 |    199 |        NULL |        1 |
|      13890 |    332 |        NULL |        2 |
|      13901 |    234 |        NULL |        1 |
|      13925 |    129 |        NULL |        1 |
|      13925 |    163 |        NULL |        3 |
|      13925 |    187 |        NULL |        2 |
|      13925 |    234 |        NULL |        4 |
|      13952 |     41 |        NULL |        4 |
|      13952 |    152 |        NULL |        1 |
|      13952 |    172 |        NULL |        2 |
|      13952 |    241 |        NULL |        3 |
|      13953 |    152 |        NULL |        1 |
|      13953 |    172 |        NULL |        2 |
|      13953 |    241 |        NULL |        3 |
|      13954 |     72 |        NULL |        3 |
|      13954 |     95 |        NULL |        2 |
|      13954 |    152 |        NULL |        1 |
|      14006 |     41 |        NULL |        3 |
|      14006 |     50 |        NULL |        1 |
|      14006 |    144 |        NULL |        2 |
|      14024 |     15 |        NULL |        1 |
|      14031 |    179 |        NULL |        1 |
|      14032 |    135 |        NULL |        1 |
|      14033 |     95 |        NULL |        1 |
|      14034 |     72 |        NULL |        1 |
|      14034 |     83 |        NULL |        2 |
|      14034 |     95 |        NULL |        3 |
|      14034 |    270 |        NULL |        4 |
|      14056 |     95 |        NULL |        1 |
|      14057 |    283 |        NULL |        1 |
|      14058 |    115 |        NULL |        1 |
|      14059 |     72 |        NULL |        3 |
|      14059 |     95 |        NULL |        1 |
|      14059 |    283 |        NULL |        4 |
|      14059 |    337 |        NULL |        2 |
|      14075 |    283 |        NULL |        1 |
|      14076 |    283 |        NULL |        1 |
|      14077 |    115 |        NULL |        1 |
|      14078 |    130 |        NULL |        1 |
|      14079 |     61 |        NULL |        1 |
|      14080 |    350 |        NULL |        1 |
|      14081 |     61 |        NULL |        1 |
|      14081 |     72 |        NULL |        3 |
|      14081 |    202 |        NULL |        4 |
|      14108 |     72 |        NULL |        1 |
|      14109 |    102 |        NULL |        1 |
|      14110 |    111 |        NULL |        1 |
|      14111 |    130 |        NULL |        1 |
|      14112 |    172 |        NULL |        1 |
|      14113 |     18 |        NULL |        1 |
|      14114 |     15 |        NULL |        2 |
|      14114 |     72 |        NULL |        3 |
|      14114 |    111 |        NULL |        1 |
|      14114 |    289 |        NULL |        4 |
|      14144 |     15 |        NULL |        1 |
|      14155 |     15 |        NULL |        1 |
|      14167 |    270 |        NULL |        5 |
|      14167 |    708 |        NULL |        2 |
|      14179 |    153 |        NULL |        1 |
|      14189 |    267 |        NULL |        1 |
|      14208 |     60 |        NULL |        2 |
|      14208 |    153 |        NULL |        1 |
|      14224 |     41 |        NULL |        2 |
|      14224 |     95 |        NULL |        1 |
|      14228 |     72 |        NULL |        1 |
|      14232 |     41 |        NULL |        2 |
|      14232 |     95 |        NULL |        1 |
|      14237 |      8 |        NULL |        3 |
|      14237 |     30 |        NULL |        1 |
|      14237 |     35 |        NULL |        7 |
|      14237 |     61 |        NULL |        2 |
|      14237 |     71 |        NULL |        5 |
|      14237 |     86 |        NULL |        8 |
|      14237 |     87 |        NULL |        4 |
|      14237 |    109 |        NULL |        6 |
|      14237 |    112 |        NULL |       11 |
|      14237 |    121 |        NULL |       14 |
|      14237 |    122 |        NULL |       10 |
|      14237 |    127 |        NULL |       12 |
|      14237 |    219 |        NULL |       13 |
|      14237 |    244 |        NULL |        9 |
|      14237 |    256 |        NULL |       16 |
|      14248 |     72 |        NULL |        3 |
|      14248 |     97 |        NULL |        2 |
|      14248 |    183 |        NULL |        1 |
|      14256 |     15 |        NULL |        1 |
|      14256 |    168 |        NULL |        2 |
|      14256 |    313 |        NULL |        3 |
|      14262 |    119 |        NULL |        3 |
|      14262 |    146 |        NULL |        2 |
|      14262 |    514 |        NULL |        1 |
|      14263 |     88 |        NULL |        1 |
|      14267 |    215 |        NULL |        1 |
|      14271 |     15 |        NULL |        1 |
|      14271 |     90 |        NULL |        2 |
|      14275 |     72 |        NULL |        1 |
|      14290 |     41 |        NULL |        1 |
|      14290 |     61 |        NULL |        2 |
|      14307 |     26 |        NULL |        1 |
|      14312 |    117 |        NULL |        1 |
|      14313 |     37 |        NULL |        1 |
|      14315 |    115 |        NULL |        1 |
|      14315 |    188 |        NULL |        2 |
|      14326 |     15 |        NULL |        1 |
|      14326 |     88 |        NULL |        2 |
|      14330 |     15 |        NULL |        1 |
|      14334 |    452 |        NULL |        1 |
|      14336 |      8 |        NULL |        1 |
|      14336 |    118 |        NULL |        3 |
|      14336 |    244 |        NULL |        2 |
|      14346 |    246 |        NULL |        2 |
|      14346 |    365 |        NULL |        1 |
|      14350 |     15 |        NULL |        1 |
|      14350 |    206 |        NULL |        2 |
|      14350 |    246 |        NULL |        3 |
|      14374 |     26 |        NULL |        1 |
|      14374 |    294 |        NULL |        2 |
|      14375 |     26 |        NULL |        2 |
|      14375 |     78 |        NULL |        1 |
|      14380 |     72 |        NULL |        1 |
|      14384 |    275 |        NULL |        1 |
|      14384 |    292 |        NULL |        2 |
|      14390 |    153 |        NULL |        1 |
|      14398 |     72 |        NULL |        1 |
|      14398 |     95 |        NULL |        3 |
|      14398 |    202 |        NULL |        2 |
|      14403 |     15 |        NULL |        1 |
|      14403 |     60 |        NULL |        2 |
|      14404 |     15 |        NULL |        1 |
|      14410 |    131 |        NULL |        1 |
|      14420 |     15 |        NULL |        1 |
|      14420 |     41 |        NULL |        2 |
|      14424 |     90 |        NULL |        1 |
|      14424 |    336 |        NULL |        2 |
|      14432 |     95 |        NULL |        1 |
|      14436 |    111 |        NULL |        1 |
|      14446 |     15 |        NULL |        2 |
|      14446 |     60 |        NULL |        1 |
|      14450 |     15 |        NULL |        1 |
|      14450 |     88 |        NULL |        2 |
|      14455 |     71 |        NULL |        1 |
|      14479 |    151 |        NULL |        1 |
|      14483 |     26 |        NULL |        1 |
|      14483 |    568 |        NULL |        2 |
|      14488 |    206 |        NULL |        1 |
|      14488 |    314 |        NULL |        2 |
|      14495 |     72 |        NULL |        1 |
|      14499 |     19 |        NULL |        1 |
|      14499 |     97 |        NULL |        2 |
|      14503 |     97 |        NULL |        1 |
|      14509 |     26 |        NULL |        3 |
|      14509 |     41 |        NULL |        1 |
|      14509 |    140 |        NULL |        2 |
|      14514 |    159 |        NULL |        1 |
|      14514 |    237 |        NULL |        2 |
|      14518 |     26 |        NULL |        1 |
|      14518 |    111 |        NULL |        2 |
|      14524 |     72 |        NULL |        5 |
|      14524 |    115 |        NULL |        8 |
|      14524 |    188 |        NULL |        1 |
|      14524 |    224 |        NULL |        4 |
|      14524 |    308 |        NULL |        6 |
|      14524 |    314 |        NULL |        2 |
|      14524 |    435 |        NULL |        3 |
|      14530 |    261 |        NULL |        1 |
|      14530 |    344 |        NULL |        2 |
|      14530 |    532 |        NULL |        4 |
|      14535 |     97 |        NULL |        1 |
|      14555 |     19 |        NULL |        1 |
|      14555 |     88 |        NULL |        2 |
|      14560 |    372 |        NULL |        1 |
|      14565 |    199 |        NULL |        1 |
|      14570 |     87 |        NULL |        1 |
|      14570 |    322 |        NULL |        2 |
|      14571 |     78 |        NULL |        1 |
|      14571 |    193 |        NULL |        2 |
|      14577 |     53 |        NULL |        1 |
|      14581 |     26 |        NULL |        1 |
|      14585 |    162 |        NULL |        1 |
|      14585 |    193 |        NULL |        7 |
|      14585 |    270 |        NULL |        8 |
|      14585 |    308 |        NULL |        4 |
|      14585 |    314 |        NULL |        2 |
|      14585 |    337 |        NULL |        3 |
|      14585 |    350 |        NULL |        5 |
